Date,LOW,GILD,VIX,AvgVIX,zscore
2022-01-31,218.2760772705078,58.771060943603516,24.829999923706055,23.18100004196167,1.5658612271025067
2022-02-01,219.1956787109375,58.59135818481445,21.959999084472656,23.448999977111818,1.6279248475453612
2022-02-02,219.89462280273438,56.32368469238281,22.09000015258789,23.707999992370606,1.7481973042145318
2022-02-03,215.29640197753906,55.955726623535156,24.350000381469727,23.939000034332274,1.481308898959229
2022-02-04,210.66146850585938,54.68069839477539,23.219999313354492,24.119499969482423,1.243303295690379
2022-02-07,208.77618408203125,54.56089401245117,22.860000610351562,24.324499988555907,1.1328128353232876
2022-02-08,213.13528442382812,54.50956726074219,21.440000534057617,24.426500034332275,1.399548284872286
2022-02-09,214.882568359375,54.235721588134766,19.959999084472656,24.503999996185303,1.5151532018638447
2022-02-10,209.12564086914062,52.875125885009766,23.90999984741211,24.818499946594237,1.2118805580727414
2022-02-11,207.75540161132812,53.11472702026367,27.360000610351562,25.171000003814697,1.1203695607975561
2022-02-14,207.79220581054688,52.293235778808594,28.329999923706055,25.62799997329712,1.1507856617501724
2022-02-15,209.76937866210938,52.48148727416992,25.700000762939453,25.773499965667725,1.2645138242701472
2022-02-16,208.76699829101562,52.96925735473633,24.290000915527344,25.795499992370605,1.1868509898526154
2022-02-17,205.8057403564453,52.447265625,28.110000610351562,25.92150001525879,1.024751654590067
2022-02-18,204.79415893554688,52.24188995361328,27.75,25.866499996185304,0.9703058953926408
2022-02-22,197.34507751464844,52.18199920654297,28.809999465942383,25.811999988555907,0.5195560389058737
2022-02-23,197.80490112304688,52.49861145019531,31.020000457763672,25.805000019073486,0.5366466724172039
2022-02-24,196.25990295410156,51.86537170410156,30.31999969482422,25.723000049591064,0.46445297867702695
2022-02-25,201.5662078857422,52.301788330078125,27.59000015258789,25.57800006866455,0.772035125828653
2022-02-28,203.2951202392578,51.685665130615234,30.149999618530273,25.70250005722046,0.8982641452429218
2022-03-01,203.69976806640625,51.565860748291016,33.31999969482422,26.127000045776366,0.9269708511235805
2022-03-02,210.28440856933594,52.404476165771484,30.739999771118164,26.566000080108644,1.2984623796349328
2022-03-03,208.0956573486328,52.80665969848633,30.479999542236328,26.985500049591064,1.1516199111076455
2022-03-04,206.06324768066406,52.93503189086914,31.979999542236328,27.367000007629393,1.0236732241634765
2022-03-07,204.39869689941406,51.565860748291016,36.45000076293945,28.028500080108643,0.9694563495142183
2022-03-08,205.318359375,50.94975280761719,35.130001068115234,28.642000102996825,1.0464933073217815
2022-03-09,207.72776794433594,50.4876594543457,32.45000076293945,29.192500114440918,1.2088038174410753
2022-03-10,206.15518188476562,49.563472747802734,30.229999542236328,29.706000137329102,1.1449132504208237
