Date,KLAC,XLU,VIX,AvgVIX,zscore
2024-01-30,584.34326171875,28.81212043762207,13.3100004196167,13.347500038146972,0.7485953557164503
2024-01-31,583.0574340820312,28.75129508972168,14.350000381469727,13.405000066757202,0.7571603210302468
2024-02-01,588.02392578125,29.29871368408203,13.880000114440918,13.397000074386597,0.646471194595666
2024-02-02,593.1474609375,28.770008087158203,13.850000381469727,13.383000087738036,0.8038442969278261
2024-02-05,603.5122680664062,28.17112159729004,13.670000076293945,13.399000072479248,1.0053115143651936
2024-02-06,590.4973754882812,28.27405548095703,13.0600004196167,13.39800009727478,0.9135358361250481
2024-02-07,597.6427612304688,28.29277229309082,12.829999923706055,13.40150008201599,0.9452384483792889
2024-02-08,607.0554809570312,28.09157943725586,12.789999961853027,13.406500101089478,1.04309194972997
2024-02-09,637.78662109375,28.19919204711914,12.930000305175781,13.431000137329102,1.172705599790224
2024-02-12,636.0689697265625,28.526714324951172,13.930000305175781,13.492500162124633,1.0826247610957722
2024-02-13,629.2180786132812,28.054149627685547,15.850000381469727,13.593000173568726,1.1651367791080462
2024-02-14,641.751953125,28.20855140686035,14.380000114440918,13.57250018119812,1.190554161399137
2024-02-15,641.7420654296875,28.68111228942871,14.010000228881836,13.566500186920166,1.0731399164186082
2024-02-16,650.5657958984375,28.64835548400879,14.239999771118164,13.613500165939332,1.126164702043438
2024-02-20,641.14208984375,28.6296443939209,15.420000076293945,13.725000190734864,1.082870058723231
2024-02-21,641.28955078125,29.00862693786621,15.34000015258789,13.864500188827515,0.9894971642225758
2024-02-22,672.6201782226562,28.784046173095703,14.539999961853027,13.934500169754028,1.2046632634205678
2024-02-23,657.9140625,28.989912033081055,13.75,13.949500179290771,1.0787198359849466
2024-02-26,672.6694946289062,28.419099807739258,13.739999771118164,13.973500156402588,1.2955512455359015
2024-02-27,666.53125,28.95716094970703,13.430000305175781,13.96500015258789,1.1306924443876465
2024-02-28,662.02587890625,29.046058654785156,13.84000015258789,13.99150013923645,1.0856936568412183
2024-02-29,671.1742553710938,29.0554141998291,13.399999618530273,13.944000101089477,1.129911120387981
2024-03-01,705.8690795898438,28.87762451171875,13.109999656677246,13.905500078201294,1.3505711565371847
