Date,KLAC,MNST,VIX,AvgVIX,zscore
2024-01-30,584.34326171875,55.310001373291016,13.3100004196167,13.347500038146972,-1.221938364699471
2024-01-31,583.0574340820312,55.02000045776367,14.350000381469727,13.405000066757202,-1.1804588359528239
2024-02-01,588.02392578125,55.939998626708984,13.880000114440918,13.397000074386597,-1.3062910661056213
2024-02-02,593.1474609375,55.349998474121094,13.850000381469727,13.383000087738036,-1.1716853799773226
2024-02-05,603.5122680664062,55.119998931884766,13.670000076293945,13.399000072479248,-1.0649210137021272
2024-02-06,590.4973754882812,56.34000015258789,13.0600004196167,13.39800009727478,-1.3589631113063756
2024-02-07,597.6427612304688,56.459999084472656,12.829999923706055,13.40150008201599,-1.333217431260944
2024-02-08,607.0554809570312,56.4900016784668,12.789999961853027,13.406500101089478,-1.277299102163371
2024-02-09,637.78662109375,55.65999984741211,12.930000305175781,13.431000137329102,-0.9353104238275332
2024-02-12,636.0689697265625,55.93000030517578,13.930000305175781,13.492500162124633,-0.9928414099868423
2024-02-13,629.2180786132812,56.15999984741211,15.850000381469727,13.593000173568726,-1.0768063415414606
2024-02-14,641.751953125,55.869998931884766,14.380000114440918,13.57250018119812,-0.9456600718738358
2024-02-15,641.7420654296875,56.16999816894531,14.010000228881836,13.566500186920166,-0.9972643448148268
2024-02-16,650.5657958984375,55.02000045776367,14.239999771118164,13.613500165939332,-0.7424425369057627
2024-02-20,641.14208984375,55.400001525878906,15.420000076293945,13.725000190734864,-0.8688711189132275
2024-02-21,641.28955078125,55.13999938964844,15.34000015258789,13.864500188827515,-0.8232457610227851
2024-02-22,672.6201782226562,55.11000061035156,14.539999961853027,13.934500169754028,-0.6148086026770956
2024-02-23,657.9140625,55.290000915527344,13.75,13.949500179290771,-0.7411508864421377
2024-02-26,672.6694946289062,55.720001220703125,13.739999771118164,13.973500156402588,-0.7192872337363447
2024-02-27,666.53125,56.11000061035156,13.430000305175781,13.96500015258789,-0.8261163889651617
2024-02-28,662.02587890625,55.849998474121094,13.84000015258789,13.99150013923645,-0.8106801248636972
